,Clean_tweet,label
19612,you mean this guy,1
13536,so much in these on posts,1
8905,reject news - my latest aicle on,1
8259,the anc never prosecute that type of offences against white people. just listen to zuma and malema and you know why.,1
5169,"awe the peoplea originally meant awe the white, landholding males.a a|a|",1
29080,fo woh pastors say officer's acts in viral video arrests were racist,1
8352,! tears,1
22657,calls for to step down but he won't because he knows that he can spew with no consequences! d,1
14638,"white people, black people, brown people good &amp; evil is not a color!",1
11118,easy. you're a and a,1
13114,the white flight of derek black,1
30032,are you &amp; a| like the are stomping on you? listen,1
31179,no as u have termed him an outsider who gave u that right? i only said is more indian than many of us.a|,1
19396,commercial showing inter-racial couple attacked by suppoers,1
15722,"if you are a non-racist white, other minority don't serve in military while in power",1
25528,top stories from featuring,1
2997,sea shepherd suppoers are racist!,1
7379,"no it doesn't, germans, even fascists rape too. so how should help?",1
24642,"if you're mad about and their interracial couple tweet, go fuck yourself.",1
20045,white nationalist leader reveals 5 of his most horrifying hopes for,1
4129,the latest the african american turmoil! thanks to,1
19224,quotes about women kingfisher girls xxx,1
25298,what if rapists got the same advice women do?,1
3932,so is it offical that are officially in the eyes of the masses?,1
16638,remark is racist even if only uttered to his wife. should not be involved with anything to do with,1
9967,"in the news: from racism to resource development, here are the political stories inuit watched in 2016a|",1
17963,bout to play the game lol,1
6794,"no liberal believes that. we are the pay of inclusivity who believes in equality for all, anywhere. you are traina|",1
10639,black women free kerala girls sex photos,1
11801,can everyone please pound on for this comment on about a great lawa|,1
15583,every lactation consultant i've ever met has been a woman. hello? !,1
21317,in ad &amp;a|,1
24094,what does have against via,1
16237,this stupid idea that is a fascist and and will destroy the has gone too far! is a terrorist,1
9401,sea shepherd suppoers are racist!,1
15359,"saw a vid where some dude spoke on his on &amp; got thrown off, these 2 are screaminga|",1
25957,will u charge 35% on yur own products made outside the usa? do tell!,1
23752,official paladino makes crude remarks -,1
5086,""" in the workplace &amp; family responsibilities add to pressure as they face unequal pay &amp; lack of suppo""",1
1446,"do we need a different word altogether that defines ""/hatred against whites and/or men"", just to satisfy hateful ppl like her?",1
12110,because i've been paying attention for the past year/8 years. he's a a|,1
25680,again looks like a damned fool! for 50 years the usa has openly opposed settlement buliding by,1
2929,pay has alway been the pay of before it was black inferior to whites. now whites are inferior to everybody,1
15404,thought factory: bbc neutrality on right wing fascism +4,1
29602,provoking neighbours again with noise. the that says - he can do what ever he wants. trash. haters,1
16467,"nope, still struggling to see either or in that observation.",1
21385,how is it that a man comes in last in a race but he is declared a winner?,1
5200,"ik right some other racist makes a meme &amp;they swear it's proof, what happened to a|",1
28633,here's what ignorance &amp; looks like. it ain't all swastikas &amp; burning crosses...,1
26976,"hard to think how is still very much prevalent in so many societies. if you're not white, rest assured disca|",1
5843,"if ur employees r going to say merry christmas to white people, please teach them to say it to the brown people tooa|",1
7722,yoyas market in deming nm did not sell beer to me because i'm white they said they were closed then a hispanic walked in n they sold,1
29970,the kind of we can expect in amrica,1
1504,"just coz their is a few of these vids, dont mean they are not woh wotching, they are there hilarious, a must watca|",1
13817,is what the lds church stands for? who knew?,1
2963,how far is swinging to the right? -,1
7215,you might be a libtard if...,1
11443,stirs anti-jewish hate &amp; on twitter from progressives,1
6993,caroline is a --&gt; &lt;-- hating on wife,1
19777,it's already happening has given more reasons to be jolly.,1
31865,see what is doing in destroying masjids,1
13659,incredible content!,1
14699,farmer beaten during a land invasion crisis a loteni area via,1
13779,"leave a 'gweh' below a! if in 2017, you will no longer debate about ora|",1
10797,is what the lds church stands for? who knew?,1
25589,plz sign,1
26627,are you just takin' the piss now or,1
17705,the term jihad is a highly-contested concept. a|,1
23718,you might be a libtard if...,1
27858,nobdy wants 2 kiss,1
12305,i agree.,1
2657,"it does not help when a person comments ""i don't like obama, but you're out of line!"" like duh mf, you knew you were voting same as",1
22925,done.. good idea... repoed you for abusive content as a troll,1
18855,"pa 2 of trumps tweets: after his "" coulda won if i wanted 2"" now using putin to project his anger cuz we hate him!",1
8803,"carl paladino, trump ally, wishes obama dead of mad cow disease in a17",1
11673,you're a . disgusting.,1
16803,we think of cultures as separate and distinct from one another. a| a|,1
21365,"the real and are and the minions, not freedom loving americans",1
5919,you might be a libtard if...,1
7420,why? it's gonna suck - no one wants anything to do with this shitfest,1
27189,given the looked to jim crow for inspiration this is especially true regarding what to expect froma|,1
10621,"leave a 'gweh' below a! if in 2017, you will no longer debate about",1
18199,board seeks to oust member for jabs at,1
17,retweet if you agree!,1
23481,wow really cool!,1
20971,you areclueless buddy regarding long standing american policy. you comments are reflections of ignorance and,1
10187,.@user my gf used uber without forcing language preferences so you are reading my data and making choices,1
12347,are you &amp; feel like the are stomping a| you? listen,1
5637,"mean, cruel hosts like make it impossible 4 person of color like me 2 feel american.",1
17708,why is ignored,1
23,lumpy says i am a . prove it lumpy.,1
24342,its always a white christmas in my household,1
23346,how the has made it impossible to challenge,1
16668,the cold war was fought over oil. a|,1
526,anti racist is a codeword for antiwhite asia for the asians africa for the africans white countries for everyona|,1
232,"if you hold open a door for a woman because she's a woman and not because it's a nice thing to do, that's . don't even try to deny it",1
10045,"boycotting because it's blatantly . many don't know who their father is, so please",1
9638,council staff have been instructed by the anc to go slow and make the da look bad. this was exposed a few weeks ago.,1
13946,you are disgusting and you need to be released into the wild and die of mad cow disease.,1
498,are you &amp; feel like the are stomping on you? a|,1
1214,"also is when i type ""cause coopting terrorists"" reg syria it autocorrects to ""cause colored terrorists""",1
29092,intolerant post-brexit britain: history shows we can be better than this | hugh muir,1
9183,intolerant post-brexit britain: history shows we can be better than this |,1
19179,you see the driver &amp; i we're talking about africans who speak english fluently but this who just got on thoua|,1
22918,"so, who do you think told those dictionaries what is?",1
11595,"is restricted duty like a straght jacket and padded room? if not, we should look into that.#blacklivesmattera|",1
11161,"nazis continue to target jews, businesses in",1
24012,jeff sessions tries to delete decades of ....,1
31934,lady banned from kentucky mall.,1
12611,you might be a libtard if...,1
5088,stop perpetuating false racism and leftist subversive politically correct propaganda. america is not racist! wa|,1
2913,and there you have it folx. the numbers don't lie. are mostly .,1
6067,"no liberal believes that. we are the pay of inclusivity who believes in equality for all, anywhere. you are a traa|",1
14286,now ask yourself if you really want to follow i'm done.,1
9081,nothing about the soul has fled the,1
7113,i can't believe you keep a like as your spokesperson. what a loser company you are.,1
14107,i am disgusted watching defend her career &amp; intelligence to so informing the future gen is laughable? ..,1
7696,"""nigger?"" of white kid growing up in the 60's.",1
20277,video shows white texas cop arresting black mother who repoed assault on her son,1
30606,we need to a these universities from indoctrinating our children turning them to &amp; &amp;,1
6217,cleveland police union overwhelmingly endorses trump for president 75% of cops are &lt;&lt;,1
16356,"the italian fascist needs a lobotomy in 2017 that""s my wish. perhaps then he""ll realize yes, carl you are a &amp;",1
29053,fair &amp; lovely effect...,1
15062,must be said: voters are guilty of normalizing . which is a form of racism. morality is a not a moveable feaa|,1
18885,it impossible to be and hateful of someones skin color or social status or gender and believe in,1
8962,all the snowpeople in this movie are white.,1
11751,the ironies inherent in my experiences living &amp; working in,1
27333,damning video: racist hillary says ' i will only talk to white people',1
5823,freaking nasty rotten people monsters release domA(c)nica now you are going to pay. let her free,1
17208,2016 is still alive ! black man is forced into coffin by white south africans,1
3301,trump history can not be erased with your money and powera|,1
19495,prolapsed pussy and women,1
15089,prison officers goaded inmates until they needed to be restrained as pa of a game,1
18366,one powerful picture. it takes great humanity and kindness to save the life of someone who hates your existencea|,1
24388,did you vote for this animal america: no fat chicks,1
3167,.@user what a douchebag. like his dad!,1
9533,reagan convinced ksa to flood the market and drive oil prices to historic lows.,1
7537,jews &gt;,1
29010,excellent analysis &gt;&gt; this against is the real crisis in europe | apostolis fotiadis,1
10645,"can ""whites only immigration"" make america great again? via",1
23692,and again - they are flight attendants have a word with your journos,1
12133,.@user &lt;--- no more feeding at the public trough piggy.,1
5240,if reginald mcfadden had face to face interviews about being then commutations would be possiblea|,1
8604,is against a,1
13288,and you will hear kurds are free and equal citizens. like state's mouthpiece 'journo' claimed.a|,1
8735,vandalised in in condemns act,1
14265,"&amp; joseon people in japan, will abuse the for claims of own rights by rough demo.",1
617,the latest obsidian radio daily! thanks to,1
21813,greed is killing our planet and the human race,1
26843,d own team up with &amp; show what &amp; combat,1
20803,who breathes through a wave? maybe you need to.,1
3337,new video shows how this guy and how he staed to abuse and humiliated an muslim guya|,1
5091,"trump lackey carl palladino is th get of a mating betwn a pig &amp; a hyena &amp; iq of a slug. apologies to all pigs, hyea|",1
23974,"hope to see none of you inauguration wait, i won't be watching the anyway",1
13584,"omg, these trump suppoers are deplorable!",1
13276,what if michelle obama had done this?,1
10263,all lives matter.,1
16512,"holiday fun, socially relevant! celebrates '70 bewitched xmas ep",1
31341,zionism is .. ultra-ohodox jewish children's worksheet says 'non-jews' are evil,1
18987,you might be a libtard if...,1
26110,i despise this &amp; everything he stands for! trying to destroy the usaa|,1
22119,american taxpayers have also lost their homes by the millions a|,1
24944,are you &amp; feel like the are stomping a| you? listen,1
15325,i do not advocate a kumbaya world. like should motivate us to a single purpose: intellectual competitiveness,1
7261,is the most hated women in america today! get your facts straight ! her and her,1
24715,coming from and the,1
8074,the truth about &amp;,1
15859,that's why progressives r d most &amp; ppl of all. only self-hating lazy racists would la|,1
354,you might be a libtard if...,1
22481,why men propose &amp;funny,1
15206,the term jihad is a highly-contested concept. a|,1
13425,sign that i checked a bag at iah. every. single. time.,1
25521,no convo on how to stop indigenous deaths means anything unless it stas with how we face into epidemic against,1
19916,1. black can't be racist 2. have seen how a white woman acts when she doesn't get her way? it's a perfect metaphora|,1
12007,"""green book"" ""sundown towns"", guide a reminder of that faced travellers under",1
21350,preach,1
14530,trump is a cuck,1
25735,antics are purposedly used by to divide us,1
5436,"that whole , too stupid,to realise that a young progressive country,is",1
18837,president jimmy caer leaving his religion due to,1
25664,hot lesbian having sex office woman,1
2923,how the uses &amp; insecurity to lure men into,1
8747,d! publishing industry tell-all! d! just $3.99!,1
13827,"this is and the rape of land that is not theirs at all for dud,",1
11423,"sick of liberals thinking it's ok to dictate where they think israeli jews should be allowed to live, including in isra|",1
18201,"a victim cant victimise the oppressor... we have no economic power so, no black people can't be racist",1
7556,"who had that 4 beat up a so isn't that ? no, 3 bp might make it 2 cou alive but serve life somehow. vs..",1
3146,"we have to do this. need to change profiling, and get service to the poor.a|",1
15466,you might be a libtard if...,1
18352,police being horribly hyper-violent in their raids...,1
17415,why do u have to take the king to win chess? why not the queen???,1
4584,we should never equate culture with exclusive geographic boundaries a| a|,1
735,standing up to racism and hate by americad not curse out congress and all haters who are deplorable,1
28558,co-chair '#gorilla' comment about 'damn,1
15641,riyadh is renowned for some of the deadliest traffic in the world. a| a|a|,1
18950,racism at home and anti- advice for others: we're good at both.,1
31484,sea shepherd suppoers are racist!,1
21602,ny cunt campaign co-chair unleashes on in 2017 wish-list: via,1
1779,i thought alt-right secretly meant white nationalist,1
31739,my video on the whole situation,1
25384,because you're a racist?,1
29681,not all westerners are islamophobes.,1
2166,techjunkiejh:athe daily showa unpacks against and on a|,1
26015,"""new"" paladino loving eggs like this shit head are out bitching about obama. block early, block often.",1
14816,"&amp; joseon people in japan, will abuse the for claims of own rights by rough demo.",1
9246,"has your body, the bodies of your generations, been the sites of fear, repulsion, violent desire,hatred?",1
27489,israeli regime has roots in racism,1
28465,"and are a spectrum. if you voted for , you are on it.",1
749,everytime i wear soccer shis joie fries me and says i look mexican as fuck d,1
23198,word factory: race denial prevents healing! &gt;9,1
17174,are you &amp; feel like the are stomping a| you? listen,1
20501,"ending 2016 smoking reefers, going crazy, and listening to negro music. eat that, mr anslinger.",1
9356,the idiocy of feminism. they actually think microaggressions matter. here's the proof:,1
14821,"russian interference, crosschecking/voter suppression &amp; outdated system doesn't reflect usa|",1
21624,appeal after horrific attack in,1
11577,we need more aicles like this from on positive narratives against .,1
21031,great aicle about and,1
10600,the temptation to blame everything on a scapegoat is too strong to resist. a|a|,1
20668,because trump is a &amp; a all proven by his words,1
9519,confessions of former neo-#confederate.,1
20222,"in the case of the commonwealth of the internet vs the evidence proved him guilty of , , and",1
24458,you might be a libtard if...,1
18487,i would hope so. i can't imagine anyone educated who isn't actively or utterly amoral voting for though.,1
27536,vandalised in in condemns act,1
16018,"azealia mcmillan,james david manning... o",1
7021,"and how do jews plan on doing the work of god without god? matthew 1:23 ""...and they will call him immanuela (whica|",1
25569,all together this christmas: pls &amp; follow national day of action on 20 feb against &amp; thea|,1
24570,arise sir mo farah. this is my country you hating chumps.,1
21964,i hope the guy won't say how come only trump gets to speak his mind d..people! enough with the pc already,1
9239,the historian whitewashing ukraineas past,1
1274,is a very profitable thing im,1
3988,the abt &amp;,1
31541,.@user ends 2016 with a hopeful message against in the music industry via,1
27380,if you are pa of the 64.2 mil who rejected his business. &amp; must be stoppea|,1
18493,are a| &amp; feel like the are stomping on you? listen,1
3138,you might be a libtard if...,1
4204,it's clear y'all had no good reason to hand the keys over to a goon. but yet...,1
3621,porn blue tube office woman,1
5449,you might be a libtard if...,1
29899,meanwhile german can also not be distinguished from neo nazi scene anymore in terms of terminology,1
19385,white girl has sex with black guy best world sex,1
4717,__luicalibre__'s video a close fiends dad died on 911,1
4855,black professor makes assumptions about an entire race whilst speaking for entire race. next week the jews!,1
30900,culture is like the horizonaalways in view but never in reach. a| a|,1
3121,saying i am not racist is a| enough protest and denounce,1
815,"jake is right, 2 many ppl lack the will power to take a stand &amp; drown the small minded &amp; oft evil tendencies of past",1
21654,"hey! but the chinese are communists as well! oh but they're not white, that's right. i see.",1
9566,boob naked assault,1
14565,d own team up with &amp; show what &amp; combat,1
21294,silence betrays the innocent.,1
8171,racist old woman is america oldwoman,1
912,non stop election i blame for hiding for 8 years 2016 pittsburgh california,1
14813,american taxpayers have also lost their homes by the millions a| a|,1
25545,travelled for game sad and disappointed of fans the sad i can't cheer for my own team .,1
20219,"could it be that is impossible? real acts of racism is easier to stand up to ...unfounately, youa|",1
30301,chomsky: israeli much worse than south africa,1
2197,proves that small dicks make small minds,1
26282,"dear media, when someone is born here, they are what you call ""australians"" even when they do shitty things.",1
25319,you might be a libtard if...,1
4435,who the hell is juan to decide if kellyann can raise her kids and work? we've been doing it for years! can't standa|,1
20419,just learned that there're men who find breast feeding repulsive. &amp; some of those are fathers! does that makes any sense whatsoever?,1
804,keep up the opposition to,1
28080,impoant message to all.,1
14878,and the movement,1
13756,is speaking out about in they'll steal her jokes and given them to men,1
24318,you might be a libtard if...,1
26405,i love you dude dd,1
18156,a**hole extraordinaire. this guy is a hero of course wishes obama dea|,1
15930,"""..a broader phenomenon: the reemergence of in intellectual discourse""",1
27032,a deeper look,1
4914,"it was an error on my pa i agree. she was an exceptional performer, i was thrown off by an something inconsequena|",1
20289,so when is the next klan meeting?,1
31806,"please don't forget to use the word ! that is what ""binds"" these men. we can never ignore or excuse thata|",1
4107,"you may have good intentions in saying ""i don't see color,"" but you're missing the point.",1
3456,your comments are reflections of ignorance and,1
3669,"if the fear mongers become the loudest voices, who knows what could happen. a|a|",1
5644,what is your problem?,1
18600,"from racism to resource development, here are the political stories inuit watched in 2016",1
30699,why is ignored,1
30761,stop,1
10650,our most popular post this year was brilliant take on,1
7415,muslims toured by officials dC/ .@user and her rula|,1
11791,smoke out the old year and new year at the same time! marijuana unleashed at ibooks.,1
11985,"creature on the eah, w/ girls in",1
15570,thinks we won't notice as he redacts decades of ove in his application for ag confirmation.,1
25638,"still needs help. thinks he's survived. we need to get him out of office, asap.",1
17511,kicking off about acting slutty on do it every time and no one bats a lid. against men! ;),1
8568,"the odds of dying from extremist violence are roughly one in 400,000.",1
16768,not ever,1
6045,the countdown till these assholes are gone obama and moron creepy uncle joe! bye bye scum!ddd 1/4,1
21691,essential reading by someone you should follow:,1
6332,"please don't forget to use the word ! that is what ""binds"" these men. we can never ignore or excuse thata|",1
26696,what you should know about .,1
17782,prohibition was from the sta,1
17651,racists never ceased to rant in 2016,1
10110,it is people like you whom they've come up with the terms for like and,1
5259,reading 4 the next american |,1
11340,the waiter was black himself.for fuck sakes!stop looking for fucking under every rock.a|,1
11331,"outraged by the emoji update. how dare they have a fat woman and not a fat man, are they saying only women can get fat? d$?degd 1/4",1
987,"""no im not attracted to asian ppl bc im not asian"" what if i tell you no im not attracted to u bc im not (inse race here) hoe",1
18245,wow in are worried bout and moving in if that was reversed it would be called,1
8943,are you &amp; feel like the a| stomping on you? listen,1
8233,kinda digged the white chick tho thought she was gonna win but guess,1
12894,amateur spanking vids against women in the workplace,1
7464,"engagement to a white . after he calls her a nig$a, it will be over!",1
19095,i hate you with all of my being.,1
31460,you might be a libtard if...,1
9364,"""kevin didnat understand what head done, but he knew head fucked up."" by",1
19292,you would believe the accusations regarding your father,1
2829,the holidays will be better than ever now marijuana unleashed is at ibooks.,1
23827,so sorry,1
558,i don't like the slogan. talk about being .,1
20263,you go girl!!,1
14371,you might be a libtard if...,1
27573,and a . must feel good.,1
31665,", kills. in 2017 remember, no-one is born to hate. love can change the world!",1
11515,the latest the indigenous and remote daily! thanks to,1
12789,the latest the afl tattler! thanks to,1
23486,how's mars bar in charging guys APS5 for entry and girls APS2? isn't that like modern sexism?,1
9708,"trump, brexit based on misconceptions about race and nationality, says renowned philosopher | cbc radio",1
18231,fucking di bag,1
6741,scatter may we bless&amp;keep shine upon be gracious look kindly toward one another. let us all as aa|,1
13675,are the 1st to tell jokes,1
10026,someone find this man,1
10467,absolutely disgusting,1
29625,many politicians claim that jihad is an attack against humanity a|,1
24192,let 2017 be that where chops down ..knocks down &amp; pride..make a better &amp; enjoyable,1
1382,just because you are self-loathing doesn't mean the rest of us are. the only weapon you have is to yella|,1
2580,sea shepherd suppoers are racist!,1
8004,more americans hate him,1
22551,"this is awful! just slap on the face to hey my neighbor black just bought a $700,000 house. we r soa|",1
10228,"if i was a female &amp; not white , would be shut down for",1
11263,"and don't forget, that per megyn kelly of jesus &amp; santa are also white.",1
19368,"like all religions, islam can be a strong unifying force.",1
29002,by offensivememes69,1
13254,"omg, what is up with the use of the word ""broad?"" and if people don't agree w/you, they're ""triggered?? a|",1
30009,"oh yes! and this rude, nasty behavior brought out into main stream!",1
24933,sex postion picture white girl has sex with black guy,1
22085,sea shepherd suppoers are racist!,1
26368,well said!,1
7145,"d' ""the deafening silence from anti-racist activists regarding in porn is hard to comprehend."" htta|",1
11345,dear please give us a multi-racial &amp; objective list to prove you are not in your selectiona|,1
12129,ark man discoved racist graffiti on his car after a quick errand,1
29913,bernanke bailed out wall street by dumping $600 billion into the largest banks.,1
31026,oops! carl paladino didn't mean to publicly post racist comments...,1
8416,on and but none against or or,1
7495,(only) black lives matter also closely affiliated with and suppoed by workers world pay and other communist orga|,1
26447,(advanced value chain videos at ),1
31670,why is always,1
26537,there's never any room for in a school board. ever. kids at these schools are 100% of our future.,1
6996,"congrats, tucker, you came off exactly as you are.",1
24623,go take your anti meds,1
531,you police during the police are under a consent decree! 75% are,1
4708,need to speak up against the that's rife within the community! it's unacceptablea|,1
10249,total asssss...worst mistake ever...lord help us all...,1
31228,ddd reading list for the new year: ddd,1
10295,'cept she plays a celtic woman. celtic symbols and accent etc. but because she's bald character ppl assume she's a man.,1
10755,barack gets real about the he in office via,1
6486,did you vote for this animal america: no fat chicks,1
29463,this diagram explains trump's response to orlando,1
25476,total can like but remain on the &amp; stance ona|,1
19387,"so what. jewish, kwanza, jehovas witness.",1
31765,what has todayAs attitude to women got in common with that of norman bates?,1
1485,1 get your own house in order 2 when you returning stolen land,1
21550,"jews, christians and muslims all believe that good will prevail. cnn a|",1
19457,calls middle school 'build the wall' chant '',1
30615,are you &amp; feel like the are stomping on you? a|,1
20048,ally wishes mad cow disease death for - cnn,1
3806,wants obama to catch mad cow disease after being caught w/herford. dies before trial. buried in cow pasture.,1
25518,and his racism could fuel the power needed to light everyones christmas lights in the uk. a|,1
27902,hot off the press! the nikita news is out!,1
17336,sea shepherd suppoers are racist!,1
17103,please retweet! this is an impoant issue that needs to be discussed.,1
25232,you go girl!!,1
3506,speaking of in and ddd cc,1
26240,"liz treacy, condone ex-councillor mark hackett's for me",1
6599,what makes me please let me know!!,1
26144,why are white people expats when the rest are immigrants? ?,1
68,d(c)the white establishment can't have blk folx running around loving themselves and promoting our greatness,1
22851,vandalised in in condemns act,1
6064,"man, sees me wearing manchester united hoodie: are you a fan? me: yes! man: are you sure? do you even know one player?a|",1
30249,"btw, was a . in adores him (without following him).",1
28391,racist attack on three muslim women in city centre... for more info:,1
31272,goodbye 2016.... i definitely hope we leave behind,1
25008,your iconic brand being associated with the trump brand is tarnishing your reputation.,1
9650,"is attempting to sabotage or country in his final days,",1
19220,itas up to us as consumers to hold the media accountable,1
19931,sexist slant in media representation of women 'needs to change',1
77,"hey, white people: you can call people 'white' by",1
3169,work out the idea of creating a substantive argument and making a point rather than calling names.a|,1
12213,"*free sticker - ""stop sexism""*",1
6908,"have we ever had peotus willing to complain abt his defeated opponent &amp; pay well after election over, and to do sa|",1
10166,motherhood...unscripted new post: happy new year a seriously.,1
28971,the uk government's new 'anti-semitism' definition conflates racism with valid criticism of israel - opena|a|,1
18858,i thought she had 72 assistants.,1
19705,stop lying about 11 years with an anti-semitic hate group,1
3491,prison officers goaded inmates until they needed to be restrained as pa of a game,1
21647,"i really don't think this is an exaggeration, so i'll keep sharing every time it comes back around. vote =a|",1
24574,the everyday response to,1
2293,yes disgusting and hateful,1
10305,adveisments naked fucking whores,1
16054,comment on reveals once more the disgusting reality of and in circle,1
30489,"agreed.. the same is true for and .. they are overused terms, and as a result, are fast becomina|",1
3339,launching in january! stay tuned for dates!#letstalkabout,1
13509,porn videos iran fucking girles,1
5500,lehman brothers went belly-up in september 2008 a|,1
12705,extending your hand &amp; uniting merica is unprecedented!,1
12175,that isn't what you said when you tweeted about the over &amp;,1
20651,you might be a libtard if...,1
2750,has happened far too often,1
4093,anyone claiming ran on a platform immediately becomes &amp; loses all credibilitya|,1
22010,would be the best thing he has done yet,1
8206,racism is a manmade tool to say we're different when we really aren't,1
16086,white fragility: why itas so hard to talk to white people about :,1
30425,"not all muslims are islamic extremists (very, very few are).",1
15740,the term jihad is a highly-contested concept. a|,1
5593,are a| &amp; feel like the are stomping on you? listen,1
114,why not mocked obama for being black.,1
6518,".@user while can use phrases like is acceptable 2 ya, hm u isa|",1
22254,wow! this is what blogging is about! ddd,1
14932,"i don't appreciate being ""randomly"" selected by tsa at the airpo this morning. surly is because i was profiled.",1
22000,on ya prince charles! - issued veiled warning over and return to 'dark days of 1930s',1
18954,was subjected to and she fought back hard!,1
27989,mother daughter blowjob white girl has sex with black guy,1
31912,i couldn't end without mentioning,1
17180,wow was a real at times back in the day on great more talk,1
12716,the end of,1
5958,"holiday fun, socially relevant! celebrates '70 bewitched xmas ep",1
4412,"piece of shit, emails r nothing compared 2 u! apologize for spew against",1
20427,your comments about mrs. obama are offensive and fuher confirm that you are a racist jackass.,1
16652,snatch that wig off james brown head &amp; get her out !,1
31757,stop these chelski fans.,1
24443,dumbest most video ever via,1
20819,i work in the in owned by garbage person here's where he lia|,1
2796,"""the education of public servants is a critical pa of the path forward..."" so true.",1
22557,vandalised in in condemns act,1
10928,i say it was just as good as but it won't win an oscar,1
25873,why do we have listen to a woman who goes to church but kills thousands.,1
9810,new video! wanna see the worst sha|,1
19745,"ohio trump campaign chair kathy miller should have said ""i didn't have to hear about before",1
10516,greenspanas monetary policies equated to declining real wages for workers a| a|a|,1
31262,openly and total against graceless goodbye to america's first black president:,1
12406,new new new new !new order! new tweets. new new kids on the block. new,1
15116,'tis the season: co-chair makes 'gorilla' remark about -,1
31691,7 ways fails its its users by,1
28864,is this your relation? yeah... that's a right... i see you all as the same,1
24902,sexism may be harmful to men's mental health...#men,1
28440,is is a,1
17137,pay porn free video jokes about women,1
4055,"india willoughbyas entitlement is socialized, not innate sick of revoltingly entitled tws opia|",1
30659,the real jeff sessions.,1
31045,book - enduring conviction: fred korematsu &amp; his quest for hta|,1
17918,the latest the zurich times!,1
7800,book - enduring conviction: fred korematsu &amp; his quest for hta|,1
1942,chick gets fucked nude superhero,1
4259,the bearas rapacious hunger for oil also sealed its doom. a|,1
11266,this white crowd turned its back on an all-black basketball team at a high school game.,1
29879,"awe the peoplea originally meant awe the white, landholding males.a a|",1
4616,chaplin - the dictator speech via,1
20035,"""all bodies are equal""",1
31407,buffalo school board moves to oust controversial ally for remarks,1
12361,thought factory: left-right polarisation! ~6,1
19313,mixed race couples still face in australia,1
2014,needs to fire &amp; the dumb mfer that hired his promoting ass! don't hire their graduates!,1
8169,the for,1
28900,i am not shopping at until they purge all trump products. who do they think canadians are?,1
8768,the latest the blicqeraC/ daily! thanks to,1
31789,is one of a rare breed of that should be shot in the street and left pissing blood in the gutter.,1
15435,vandalised in in condemns act,1
5443,how will society overcome ? is it possible to end racism? it happens one person at a time.,1
3663,"fo woh, texas, police chief: officer acted 'rude' but not racist in viral video",1
6006,why is it forbidden to write '2 blacks' on a restaurant bill but ok to wear a t shi saying 'kill all whites'?,1
22196,thatas a really shitty headline you should change it.,1
16924,"seems like ""#canadianvalues"" are ignoring reality, dividing &amp; weakening, &amp; .",1
29819,obstruction goes all the way back to when he discovered was black,1
10477,"if you say the said that &amp; can be found with extremists of all faiths,a|",1
24027,- special message for ! it's not your land either ..,1
10350,"cuomo: paladino's 'racist, ugly' comments on the obamas embarrass new yorkers",1
18785,here's a collection of our coverage of women-related issues,1
31606,i'm not i just hate those muzzies !,1
5164,greek girls having ana sex black girl porn,1
12917,"ppl wait for 10 hrs karachi airpo, miss connecting flights put them on flights 24 hrs latea|",1
1079,"the fn is seeking to rid of its anti-semitic, xenophobic image, but majority of its sympathisers still describe thea|",1
25782,"will you stop the , , etc labeling. i suppo and i am none of the above.",1
4952,"2016 was the year white liberals realized how unjust, , and sexist america is",1
2701,doesn't arrive doing a salut.but in a sharp suit,1
994,who defines ?: historically or historic,1
28092,anothr 1/2 a|,1
15985,i know. ref. to &amp; is as ref. to . accepting,1
12825,how did women fair in 2016?,1
18661,why is ignored,1
30635,will not be kind to those who enable the and of and his emba|,1
22094,"this obviously gets on &amp; maybe two seconds after boarding - thinks he ""knows"" whata|",1
29906,from staing a will we let him?,1
22397,"when a can run you the risk of looking unintentionally . :/ moredun, edinburgh",1
6808,carl palladino unfit to be on buffalo school board.,1
19210,"when you say you make mediocre videos, you're being way to flattering. why so though?",1
156,"as the smaller hands show, barry probably lied about being why his game sucked more than his",1
7640,"like all religions, islam can be a strong unifying force.",1
30074,"in bluntly language, here announces racial profiling at main station.",1
4140,word factory: race denial prevents healing! ~9,1
3478,suppoing which is another as deadly ideology isn't 'bout suppoing,1
11469,"what over-rode journalists' integrity was greed and ambition, along with a total absence of courage.",1
21874,where's the ? you need to reappraise your victimhood.,1
12300,black trump suppoer smacks down cnn repoer for race baiting,1
13343,a&amp;e to to push the producers,1
17608,"who's that ugly""lady""?",1
14305,i'm blessedt,1
10604,"""most boys can use a drill..."" really? :-)",1
27505,24hrs passed &amp; i'm still too angry about this d(c) to coherently talk about it.,1
26005,all of them preying on poor,1
31483,thinks we won't notice as he redacts decades of ove in his application for ag confirmation.,1
25494,"iave had my id checked by the police zero times in 8 months. of course the discrepancy has ""nothing"" to do i'm a wha|",1
24650,hopefully you will stop funding the illegal state of and have them pay back $38billion,1
4935,i decided to become a beginning 1/1/17. if any feminists are reading plz help to find educational materials.a|,1
20021,"you have no balls, lumpy. my girl was spot on. lumpy tony says i am a . prove it lumpy. bwahahahahaha",1
21256,who pulled his chain?? you sob!,1
8277,"bullshit, he was thrown out for being a muslim",1
8993,excellent! rambling about: the alt right (@user d,1
23050,this motherfucker needs to be in acharles paladino's racist comments spark calls for resignationa,1
8598,in chief- the gangs all here more at,1
18392,haha really great!,1
